Year, Number of Households
800, 14
801, 14
802, 15
803, 14
804, 13
805, 13
806, 11
807, 11
808, 11
809, 12
810, 13
811, 13
812, 13
813, 13
814, 15
815, 15
816, 14
817, 13
818, 12
819, 12
820, 11
821, 11
822, 12
823, 13
824, 13
825, 13
826, 13
827, 13
828, 13
829, 14
830, 13
831, 13
832, 13
833, 12
834, 13
835, 14
836, 16
837, 17
838, 17
839, 17
840, 16
841, 16
842, 16
843, 14
844, 13
845, 11
846, 10
847, 11
848, 11
849, 10
850, 11
851, 11
852, 11
853, 11
854, 10
855, 10
856, 10
857, 10
858, 9
859, 9
860, 8
861, 8
862, 8
863, 8
864, 8
865, 8
866, 7
867, 6
868, 7
869, 6
870, 4
871, 5
872, 5
873, 5
874, 5
875, 5
876, 6
877, 6
878, 6
879, 6
880, 6
881, 6
882, 7
883, 7
884, 6
885, 6
886, 6
887, 5
888, 5
889, 5
890, 5
891, 5
892, 6
893, 7
894, 7
895, 7
896, 7
897, 7
898, 7
899, 8
900, 7
901, 7
902, 8
903, 7
904, 7
905, 8
906, 8
907, 8
908, 9
909, 9
910, 9
911, 9
912, 9
913, 10
914, 10
915, 9
916, 8
917, 8
918, 8
919, 8
920, 8
921, 8
922, 8
923, 7
924, 6
925, 6
926, 6
927, 6
928, 6
929, 6
930, 6
931, 6
932, 6
933, 5
934, 5
935, 5
936, 5
937, 5
938, 6
939, 5
940, 4
941, 4
942, 3
943, 3
944, 3
945, 3
946, 3
947, 2
948, 2
949, 2
950, 2
951, 2
952, 2
953, 2
954, 2
955, 2
956, 2
957, 2
958, 2
959, 4
960, 6
961, 7
962, 8
963, 8
964, 9
965, 9
966, 9
967, 8
968, 8
969, 8
970, 8
971, 8
972, 7
973, 7
974, 7
975, 7
976, 7
977, 7
978, 7
979, 7
980, 7
981, 7
982, 7
983, 8
984, 9
985, 9
986, 10
987, 11
988, 11
989, 12
990, 12
991, 11
992, 10
993, 9
994, 9
995, 8
996, 6
997, 6
998, 6
999, 6
1000, 6
1001, 6
1002, 6
1003, 6
1004, 6
1005, 6
1006, 6
1007, 6
1008, 7
1009, 8
1010, 9
1011, 11
1012, 12
1013, 13
1014, 13
1015, 14
1016, 14
1017, 13
1018, 12
1019, 12
1020, 11
1021, 11
1022, 10
1023, 10
1024, 9
1025, 9
1026, 9
1027, 9
1028, 9
1029, 9
1030, 9
1031, 9
1032, 10
1033, 11
1034, 11
1035, 12
1036, 12
1037, 13
1038, 13
1039, 13
1040, 13
1041, 12
1042, 10
1043, 10
1044, 10
1045, 9
1046, 9
1047, 7
1048, 7
1049, 6
1050, 6
1051, 6
1052, 6
1053, 6
1054, 7
1055, 7
1056, 7
1057, 8
1058, 9
1059, 9
1060, 10
1061, 11
1062, 11
1063, 11
1064, 11
1065, 11
1066, 11
1067, 10
1068, 9
1069, 9
1070, 8
1071, 6
1072, 6
1073, 6
1074, 5
1075, 6
1076, 6
1077, 6
1078, 8
1079, 8
1080, 9
1081, 9
1082, 10
1083, 10
1084, 10
1085, 10
1086, 10
1087, 9
1088, 8
1089, 8
1090, 8
1091, 8
1092, 7
1093, 6
1094, 6
1095, 5
1096, 5
1097, 5
1098, 5
1099, 6
1100, 6
1101, 6
1102, 6
1103, 6
1104, 6
1105, 6
1106, 6
1107, 5
1108, 5
1109, 5
1110, 5
1111, 4
1112, 2
1113, 2
1114, 2
1115, 2
1116, 1
1117, 1
1118, 1
1119, 1
1120, 1
1121, 1
1122, 1
1123, 1
1124, 1
1125, 1
1126, 1
1127, 1
1128, 1
1129, 1
1130, 1
1131, 1
1132, 0
1133, 0
1134, 0
1135, 0
1136, 0
1137, 0
1138, 0
1139, 0
1140, 0
1141, 0
1142, 0
1143, 0
1144, 0
1145, 0
1146, 0
1147, 0
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 0
1166, 0
1167, 0
1168, 0
1169, 0
1170, 0
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 0
1192, 0
1193, 0
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
1213, 0
1214, 0
1215, 0
1216, 0
1217, 0
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
